UP3,ULP,Jenis Asset,Nama Asset JTM,Penyulang,Konstruksi (e.g. TM1),Material Conductor,Kapasitas / Panjang,Alamat / Lokasi,Latitude,Longitude
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_475,SIWALAN PANJI,TM1,A3CS,0,0,-7.44362,112.73685
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_639,SIWALAN PANJI,TM11,A3CS,0,0,-7.456112998,112.739235
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_568,SIWALAN PANJI,TM8,A3CS,0,0,-7.43994,112.73507
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_165,SIWALAN PANJI,TM8,A3CS,0,0,-7.42146,112.73886
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_53,SIWALAN PANJI,TM8,A3CS,0,0,-7.43301,112.73638
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_506,SIWALAN PANJI,TM8,A3CS,0,0,-7.44755,112.73754
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_343,SIWALAN PANJI,TM1,A3CS,0,0,-7.44412,112.752678
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_94,SIWALAN PANJI,TM1,A3CS,0,0,-7.43172,112.73662
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_17,SIWALAN PANJI,TM8,A3CS,0,0,-7.43419,112.73596
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_531,SIWALAN PANJI,TM11,A3CS,0,0,-7.45707,112.73889
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_541,SIWALAN PANJI,GTT2,A3CS,0,0,-7.46041,112.73531
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_732,SIWALAN PANJI,TM8,A3CS,0,0,-7.44714,112.73684
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_731,SIWALAN PANJI,TM8,A3CS,0,0,-7.44438,112.73602
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_690,SIWALAN PANJI,TM1,A3CS,0,0,-7.45935604,112.742548
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_528,SIWALAN PANJI,TM1,A3CS,0,0,-7.45815,112.73871
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_286,SIWALAN PANJI,TM1,A3CS,0,0,-7.433439028,112.736434
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_730,SIWALAN PANJI,GTT2,A3CS,0,0,-7.445696974,112.753702
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_724,SIWALAN PANJI,TM1,A3CS,0,0,-7.445404027,112.751855
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_43,SIWALAN PANJI,GTT2,A3CS,0,0,-7.43681,112.73735
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_596,SIWALAN PANJI,TM1,A3CS,0,0,-7.45264,112.73821
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_560,SIWALAN PANJI,TM1,A3CS,0,0,-7.43709,112.73516
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_525,SIWALAN PANJI,TM1,A3CS,0,0,-7.4595,112.73822
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_665,SIWALAN PANJI,TM10,A3CS,0,0,-7.457332984,112.743865
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_492,SIWALAN PANJI,TM1,A3CS,0,0,-7.44513,112.74372
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_611,SIWALAN PANJI,TM8,A3CS,0,0,-7.45925,112.7364
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_70,SIWALAN PANJI,TM1,A3CS,0,0,-7.43206,112.74058
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_586,SIWALAN PANJI,TM8,A3CS,0,0,-7.44751,112.73702
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_725,SIWALAN PANJI,TM8,A3CS,0,0,-7.444980992,112.752039
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_357,SIWALAN PANJI,GTT,A3CS,0,0,-7.444445,112.753566
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_589,SIWALAN PANJI,TM1,A3CS,0,0,-7.4485,112.73746
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_345,SIWALAN PANJI,TM10,A3CS,0,0,-7.443126,112.75278
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_334,SIWALAN PANJI,GTT2,A3CS,0,0,-7.444436,112.75114
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_670,SIWALAN PANJI,TM1,A3CS,0,0,-7.457254026,112.74579
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_573,SIWALAN PANJI,TM1,A3CS,0,0,-7.44214,112.73548
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_614,SIWALAN PANJI,TM1,A3CS,0,0,-7.4598,112.7362
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_344,SIWALAN PANJI,TM8,A3CS,0,0,-7.443268,112.752717
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_489,SIWALAN PANJI,TM1,A3CS,0,0,-7.44526,112.74236
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_462,SIWALAN PANJI,TM1,A3CS,0,0,-7.42632,112.73272
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_716,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44648898,112.753258
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_638,SIWALAN PANJI,TM11,A3CS,0,0,-7.456086008,112.73902
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_558,SIWALAN PANJI,TM2,A3CS,0,0,-7.43623,112.73521
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_63,SIWALAN PANJI,TM2,A3CS,0,0,-7.43131,112.7381
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_593,SIWALAN PANJI,TM1,A3CS,0,0,-7.45075,112.73847
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_471,SIWALAN PANJI,GTT2,A3CS,0,0,-7.44139,112.73566
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_259,SIWALAN PANJI,TMMVTIC,A3CS,0,0,-7.43305,112.73404
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_499,SIWALAN PANJI,TM1,A3CS,0,0,-7.44486,112.74687
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_54,SIWALAN PANJI,TM2,A3CS,0,0,-7.43258,112.73655
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_601,SIWALAN PANJI,TM8,A3CS,0,0,-7.4546,112.73756
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_293,SIWALAN PANJI,TM1,A3CS,0,0,-7.46034,112.74226
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_534,SIWALAN PANJI,TM11,A3CS,0,0,-7.45735,112.73967
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_322,SIWALAN PANJI,TM1,A3CS,0,0,-7.444935,112.752344
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_329,SIWALAN PANJI,TM1,A3CS,0,0,-7.444854,112.751855
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_533,SIWALAN PANJI,TM11,A3CS,0,0,-7.45726,112.73972
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_647,SIWALAN PANJI,TM8,A3CS,0,0,-7.457139026,112.739192
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_315,SIWALAN PANJI,TM1,A3CS,0,0,-7.4474195,112.75336
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_592,SIWALAN PANJI,TM2,A3CS,0,0,-7.44991,112.73805
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_217,SIWALAN PANJI,GTT2,A3CS,0,0,-7.4192,112.74103
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_510,SIWALAN PANJI,TM1,A3CS,0,0,-7.44757,112.73839
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_501,SIWALAN PANJI,TM1,A3CS,0,0,-7.44485,112.7478
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_600,SIWALAN PANJI,TM8,A3CS,0,0,-7.45423,112.73769
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_603,SIWALAN PANJI,TM1,A3CS,0,0,-7.45509,112.73738
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_646,SIWALAN PANJI,TM11,A3CS,0,0,-7.457089992,112.738938
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_457,SIWALAN PANJI,TM1,A3CS,0,0,-7.42587,112.73165
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_260,SIWALAN PANJI,TMMVTIC,A3CS,0,0,-7.43313,112.73406
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,SIWALANPANJI_640,SIWALAN PANJI,TM1,A3CS,0,0,-7.456173012,112.739549
